6295-244435-0032:1.0,0.9638:0
1993-147149-0003:0.9799,0.9137:0
2078-142845-0003:1.0,0.0:0
6313-76958-0015:0.8588,0.8838:0
5536-43359-0017:1.0,0.9198:0
6313-76958-0005:0.9639,0.8349:0
6313-66125-0009:1.0,1.0:0
2902-9008-0000:0.9258,0.9091:0
5895-34622-0011:1.0,0.93:0
1462-170142-0024:1.0,1.0:0
3081-166546-0078:1.0,0.9578:0
777-126732-0070:0.9712,0.9246:0
2803-154328-0021:1.0,1.0:0
3081-166546-0052:1.0,0.8381:0
2428-83705-0035:0.9621,0.9494:0
2078-142845-0016:1.0,1.0:0
1988-148538-0015:0.877,0.8796:0
5694-64029-0017:0.954,0.954:0
2035-147961-0002:0.973,0.9783:0
6313-66125-0024:0.9565,0.9017:0
652-130737-0006:0.9718,0.9623:0
3853-163249-0015:1.0,1.0:0
6319-275224-0012:1.0,0.983:0
6295-64301-0029:1.0,0.899:0
3752-4944-0019:1.0,1.0:0
2428-83699-0030:1.0,1.0:0
2902-9008-0001:1.0,0.9305:0
3081-166546-0010:1.0,1.0:0
5338-284437-0013:0.9317,0.9169:0
777-126732-0058:1.0,1.0:0
1272-128104-0003:0.9313,0.9543:0
5895-34629-0008:0.9785,0.9785:0
3536-8226-0023:1.0,1.0:0
5895-34629-0001:1.0,0.9892:0
1993-147965-0006:1.0,0.9162:0
1993-147966-0003:1.0,0.99:0
5536-43363-0017:0.9403,0.9138:0
5694-64038-0010:1.0,1.0:0
3576-138058-0005:1.0,0.9491:0
2086-149220-0024:1.0,0.9239:0
3853-163249-0012:0.9939,0.9398:0
6295-64301-0031:1.0,0.8413:0
3752-4943-0006:1.0,0.981:0
5895-34622-0013:0.8898,0.8914:0
2902-9006-0010:0.8993,0.8327:0
5895-34629-0024:1.0,1.0:0
3536-8226-0031:1.0,0.928:0
7850-281318-0000:1.0,0.9946:0
1673-143396-0002:1.0,0.9876:0
174-84280-0012:0.9984,0.9984:0
1919-142785-0056:1.0,1.0:0
3081-166546-0025:1.0,1.0:0
174-50561-0000:1.0,1.0:0
5536-43359-0008:1.0,0.9133:0
2803-154328-0020:1.0,0.9231:0
1272-141231-0002:0.9751,0.8887:0
3576-138058-0010:0.9413,0.8637:0
5694-64029-0021:0.9687,0.8818:0
2412-153954-0022:1.0,1.0:0
1272-128104-0004:0.8301,0.6822:0
5536-43363-0002:1.0,0.8314:0
3536-23268-0014:1.0,0.9262:0
2078-142845-0002:1.0,0.9757:0
2086-149220-0003:1.0,0.919:0
2078-142845-0048:1.0,0.0:0
6345-93306-0014:1.0,1.0:0
6313-76958-0008:0.9056,0.8446:0
2035-147960-0000:1.0,0.9049:0
2412-153954-0018:1.0,0.8889:0
2277-149874-0013:1.0,1.0:0
3752-4944-0065:1.0,1.0:0
3000-15664-0008:1.0,1.0:0
1272-141231-0009:0.9475,0.8436:0
3752-4944-0068:1.0,0.9304:0
2086-149220-0014:0.9322,0.9024:0
1919-142785-0046:1.0,1.0:0
6345-93306-0001:1.0,0.842:0
2277-149896-0024:1.0,1.0:0
1462-170142-0007:0.9148,0.9846:0
1462-170138-0011:1.0,0.9399:0
6241-66616-0019:1.0,1.0:0
1272-135031-0020:0.9635,0.9183:0
3853-163249-0035:0.9743,0.8422:0
5338-24615-0014:1.0,0.9652:0
6319-275224-0007:1.0,1.0:0
2086-149220-0012:0.9925,0.877:0
3576-138058-0016:1.0,0.9218:0
251-137823-0016:1.0,0.9877:0
6313-76958-0031:1.0,0.9709:0
1673-143396-0015:0.9805,0.8892:0
1272-135031-0004:0.873,0.8714:0
1272-141231-0011:0.8149,0.8477:0
2902-9008-0015:1.0,0.9697:0
6295-244435-0016:1.0,1.0:0
1993-147149-0028:0.8816,0.8726:0
1462-170145-0017:0.8721,0.9465:0
777-126732-0049:0.9179,1.0:0
3536-8226-0005:1.0,1.0:0
3853-163249-0055:1.0,1.0:0
2277-149874-0014:1.0,0.9372:0
3576-138058-0039:1.0,0.9245:0
777-126732-0023:1.0,0.8357:0
6345-93306-0008:1.0,1.0:0
2277-149874-0012:1.0,1.0:0
3170-137482-0036:1.0,1.0:0
6319-57405-0000:1.0,1.0:0
7850-281318-0023:0.9918,0.9446:0
6313-76958-0024:0.8885,0.866:0
2086-149214-0000:1.0,0.8484:0
5536-43359-0003:1.0,0.9022:0
251-136532-0008:0.8874,0.8981:0
3170-137482-0026:1.0,0.8454:0
6319-275224-0010:1.0,0.8563:0
1462-170145-0004:1.0,0.9854:0
6241-61943-0025:1.0,0.8391:0
3853-163249-0027:1.0,0.906:0
777-126732-0056:1.0,0.6725:0
3853-163249-0023:1.0,1.0:0
652-130726-0009:0.9185,0.9321:0
2277-149897-0000:1.0,1.0:0
2428-83699-0013:1.0,0.9645:0
1919-142785-0039:0.9692,1.0:0
6313-66125-0017:1.0,0.9272:0
777-126732-0059:0.9179,0.9046:0
2428-83705-0019:1.0,1.0:0
3000-15664-0002:1.0,0.9462:0
3752-4944-0039:1.0,1.0:0
7850-281318-0008:0.8932,0.904:0
2428-83705-0016:1.0,1.0:0
6345-93306-0022:1.0,1.0:0
3752-4944-0011:1.0,1.0:0
652-130726-0012:1.0,0.8146:0
5694-64029-0011:1.0,0.9883:0
2803-154320-0003:1.0,0.949:0
2078-142845-0013:1.0,0.8253:0
2078-142845-0045:0.9778,0.9035:0
3081-166546-0041:1.0,0.9895:0
6345-64257-0000:0.911,0.9093:0
3752-4944-0018:1.0,0.9654:0
3081-166546-0061:1.0,0.968:0
5536-43358-0005:0.8417,0.8828:0
3576-138058-0025:1.0,0.9504:0
6241-66616-0013:1.0,0.8567:0
6319-275224-0013:1.0,0.9873:0
6345-93302-0012:1.0,0.9516:0
1919-142785-0043:1.0,1.0:0
5338-24640-0001:0.9131,0.8531:0
2277-149896-0023:1.0,1.0:0
1272-128104-0006:0.9953,0.9401:0
1462-170138-0015:1.0,0.9796:0
1993-147149-0022:1.0,0.9284:0
6345-93302-0025:1.0,1.0:0
1272-141231-0003:1.0,0.979:0
1272-141231-0008:0.9286,0.9322:0
1272-141231-0019:1.0,0.8729:0
1272-141231-0029:1.0,0.9753:0
1462-170138-0000:1.0,0.9176:0
1462-170138-0018:1.0,0.8179:0
1462-170142-0020:1.0,0.9192:0
174-50561-0003:1.0,1.0:0
1919-142785-0008:1.0,0.8153:0
1919-142785-0015:1.0,1.0:0
1919-142785-0029:1.0,1.0:0
1988-24833-0006:0.9155,0.8339:0
1988-24833-0028:1.0,1.0:0
1993-147149-0026:1.0,1.0:0
2035-147960-0011:0.9399,0.9278:0
2078-142845-0031:1.0,0.9276:0
2078-142845-0037:1.0,0.9547:0
2078-142845-0041:1.0,1.0:0
2277-149896-0013:1.0,0.9223:0
2277-149896-0020:1.0,0.9073:0
2277-149897-0012:0.9601,1.0:0
2428-83699-0018:1.0,0.9412:0
2428-83705-0004:1.0,0.9262:0
2428-83705-0040:0.971,0.9556:0
251-136532-0003:0.9961,0.8524:0
2902-9008-0008:1.0,1.0:0
3536-8226-0008:1.0,0.9936:0
3752-4943-0025:0.9339,0.9376:0
3752-4944-0035:1.0,1.0:0
3752-4944-0048:1.0,0.8539:0
3752-4944-0056:1.0,0.9186:0
5338-284437-0011:1.0,0.9049:0
5338-284437-0017:1.0,1.0:0
5338-284437-0019:0.9939,0.9939:0
5338-284437-0026:1.0,0.9667:0
5536-43359-0009:0.9769,0.9449:0
5536-43359-0012:1.0,1.0:0
5694-64029-0008:1.0,1.0:0
5694-64029-0009:1.0,0.9806:0
5895-34615-0004:0.9477,0.9543:0
5895-34622-0003:1.0,0.8432:0
6313-66125-0000:1.0,0.9782:0
6313-76958-0022:0.9946,0.9303:0
6319-57405-0003:1.0,1.0:0
6345-93302-0014:1.0,1.0:0
7850-286674-0004:1.0,0.9342:0
1272-135031-0005:0.9061,0.8961:0
1272-135031-0010:1.0,0.9118:0
1272-141231-0022:0.8387,0.8878:0
1272-141231-0024:1.0,1.0:0
1462-170138-0021:0.982,0.9321:0
1462-170138-0024:1.0,0.9598:0
1462-170142-0000:1.0,1.0:0
1462-170145-0001:1.0,0.9745:0
1462-170145-0003:1.0,0.9821:0
174-50561-0005:0.9322,0.9202:0
1988-147956-0004:1.0,0.9629:0
1988-147956-0025:1.0,1.0:0
1988-24833-0027:0.9411,0.9336:0
2035-147961-0017:1.0,0.8802:0
2035-147961-0020:1.0,1.0:0
2035-152373-0004:0.9258,0.9258:0
2277-149896-0015:1.0,1.0:0
2277-149897-0004:0.9743,0.9476:0
2277-149897-0034:1.0,0.8954:0
2412-153947-0011:0.956,0.8784:0
2412-153954-0009:1.0,1.0:0
2428-83699-0031:1.0,1.0:0
2428-83705-0015:1.0,0.9982:0
2428-83705-0025:1.0,1.0:0
251-136532-0010:1.0,0.8889:0
2803-161169-0012:0.959,0.8223:0
2902-9006-0011:1.0,0.9791:0
2902-9006-0012:0.9475,0.9736:0
3000-15664-0014:0.8616,0.8176:0
3000-15664-0034:0.8439,0.8348:0
3000-15664-0038:0.9222,0.846:0
3081-166546-0001:1.0,0.9042:0
3170-137482-0015:1.0,0.9565:0
3170-137482-0033:1.0,1.0:0
3170-137482-0048:1.0,1.0:0
3536-23268-0010:1.0,0.9248:0
3536-8226-0007:1.0,1.0:0
3752-4943-0008:1.0,1.0:0
3752-4944-0004:1.0,0.9518:0
3752-4944-0046:1.0,1.0:0
3853-163249-0003:1.0,0.9211:0
3853-163249-0038:0.9393,0.8411:0
3853-163249-0056:1.0,0.9555:0
422-122949-0012:1.0,0.9448:0
5338-24615-0010:1.0,0.8774:0
5338-284437-0014:1.0,1.0:0
5536-43363-0001:1.0,0.834:0
5694-64025-0018:1.0,1.0:0
5694-64025-0021:0.9613,0.9039:0
5694-64029-0002:1.0,0.8745:0
5694-64029-0003:1.0,0.9657:0
5895-34629-0004:1.0,1.0:0
5895-34629-0006:1.0,0.9787:0
6241-61946-0002:1.0,0.8798:0
6241-61946-0013:1.0,0.9405:0
6295-244435-0014:0.7399,0.849:0
6295-244435-0025:1.0,0.9407:0
6295-64301-0030:1.0,1.0:0
6313-66125-0002:0.9603,0.9763:0
6313-66125-0010:0.8813,0.9086:0
6313-66129-0004:1.0,0.9691:0
6313-76958-0026:0.9134,0.8764:0
6345-64257-0007:1.0,0.9698:0
652-130726-0026:1.0,0.9835:0
652-130737-0011:0.9264,0.8096:0
777-126732-0032:0.9231,0.9093:0
777-126732-0075:0.98,1.0:0
7850-111771-0009:1.0,1.0:0
3576-138058-0020:0.9843,0.9579:0
777-126732-0078:1.0,0.9589:0
777-126732-0051:1.0,0.9292:0
2412-153948-0001:1.0,1.0:0
3752-4943-0009:1.0,1.0:0
6295-64301-0015:1.0,0.9313:0
2277-149897-0022:1.0,0.9174:0
777-126732-0042:1.0,0.8554:0
5694-64038-0000:1.0,1.0:0
6345-93302-0018:1.0,1.0:0
6345-93302-0029:0.9021,0.9021:0
3000-15664-0044:1.0,0.8568:0
2428-83705-0000:1.0,0.9892:0
2078-142845-0047:0.9923,1.0:0
6313-66129-0021:0.9313,0.9068:0
652-130726-0021:0.9919,0.9459:0
6241-66616-0023:0.951,0.8863:0
1919-142785-0017:1.0,1.0:0
6295-64301-0005:1.0,1.0:0
3081-166546-0038:1.0,1.0:0
2277-149896-0000:1.0,0.9686:0
7850-281318-0018:1.0,0.8106:0
2035-147960-0001:1.0,1.0:0
1673-143397-0005:0.9665,1.0:0
2803-154328-0009:0.9833,0.9128:0
777-126732-0015:0.9147,0.782:0
652-130726-0007:0.9368,0.864:0
3536-8226-0018:0.9177,0.9158:0
7850-281318-0011:1.0,1.0:0
3081-166546-0022:1.0,0.986:0
6313-66125-0018:1.0,0.8027:0
3170-137482-0046:1.0,0.9436:0
6241-66616-0025:0.9579,0.8356:0
6295-244435-0002:1.0,0.9633:0
7850-281318-0017:0.9168,0.9487:0
7850-286674-0001:1.0,0.5531:0
6345-64257-0006:1.0,1.0:0
2428-83699-0039:1.0,1.0:0
6241-66616-0008:1.0,0.9209:0
7850-111771-0001:0.9561,0.9595:0
422-122949-0033:1.0,0.9387:0
2078-142845-0008:0.9855,0.9264:0
5338-24615-0003:1.0,0.9948:0
3752-4943-0019:0.9641,0.9641:0
6295-244435-0034:1.0,1.0:0
1673-143397-0001:0.9462,0.9252:0
777-126732-0071:1.0,0.8586:0
5694-64029-0014:1.0,0.941:0
7850-281318-0013:1.0,1.0:0
1988-148538-0010:1.0,0.9773:0
1272-128104-0013:0.9219,0.8232:0
1272-141231-0013:1.0,1.0:0
2277-149896-0003:1.0,1.0:0
6345-93306-0023:0.8429,0.8707:0
1919-142785-0009:1.0,1.0:0
422-122949-0005:1.0,1.0:0
3170-137482-0013:1.0,1.0:0
1988-147956-0008:0.9439,0.9412:0
1993-147149-0006:0.9906,0.9066:0
422-122949-0021:1.0,1.0:0
1272-141231-0014:0.9671,0.8131:0
1462-170145-0016:1.0,1.0:0
6295-244435-0003:1.0,1.0:0
5895-34622-0006:1.0,0.9836:0
652-130726-0024:0.8782,0.9263:0
251-136532-0007:0.9903,0.9903:0
1673-143397-0016:0.8412,0.8508:0
5895-34615-0010:1.0,0.9925:0
3853-163249-0004:1.0,1.0:0
422-122949-0002:1.0,1.0:0
3752-4943-0013:1.0,0.826:0
777-126732-0026:1.0,1.0:0
6313-76958-0014:1.0,0.8278:0
3853-163249-0019:0.9292,0.9088:0
6345-64257-0011:1.0,1.0:0
251-137823-0002:1.0,0.9495:0
777-126732-0006:0.9121,0.6806:0
3536-23268-0006:1.0,1.0:0
3081-166546-0049:1.0,1.0:0
652-130737-0010:0.9296,0.8518:0
6319-64726-0017:0.8584,0.8428:0
7850-281318-0012:0.9186,0.9902:0
422-122949-0013:0.9869,0.9476:0
777-126732-0046:1.0,0.4325:0
1673-143396-0017:0.9404,0.9068:0
652-129742-0017:1.0,1.0:0
5536-43358-0004:1.0,0.9938:0
422-122949-0026:1.0,1.0:0
6319-275224-0003:1.0,0.9766:0
5694-64029-0006:1.0,0.8668:0
3081-166546-0076:1.0,1.0:0
652-129742-0019:1.0,1.0:0
1919-142785-0051:1.0,0.9471:0
1919-142785-0020:0.8903,0.8819:0
2803-161169-0009:1.0,0.9513:0
5694-64029-0023:1.0,0.9652:0
2277-149874-0019:1.0,0.9093:0
2035-147961-0035:0.8609,0.8219:0
2035-147961-0037:0.9957,0.8822:0
2412-153947-0000:1.0,1.0:0
3853-163249-0018:0.961,1.0:0
2277-149897-0035:1.0,0.9271:0
3536-23268-0002:1.0,0.8574:0
6295-244435-0029:1.0,1.0:0
2078-142845-0004:1.0,0.9709:0
5694-64038-0020:0.9092,0.7515:0
2035-147960-0015:0.8609,0.9264:0
3752-4944-0014:1.0,0.837:0
3081-166546-0060:1.0,1.0:0
5895-34629-0015:0.936,1.0:0
3752-4944-0028:1.0,0.9264:0
251-136532-0012:1.0,0.9079:0
1462-170145-0018:0.971,1.0:0
251-137823-0009:1.0,0.8206:0
3752-4943-0007:0.9519,0.9536:0
2277-149897-0033:0.9063,0.8139:0
1673-143397-0012:1.0,0.804:0
5895-34615-0020:0.9823,1.0:0
2035-147960-0013:0.8769,0.7973:0
1993-147966-0000:1.0,0.8694:0
